,Data,Mes,Categoria,Sub_Categoria,Tipo_Categoria,Tipo_Custo,ID_Produto,Qtde_Vendida,PV_venda,Faturamento,Valor_Total,Estoque,Total_Estoque,CMV,Total_CMV,CSLL,Total_CSLL,PIS,Total_PIS,COFINS,Total_COFINS,ICMS,Total_ICMS,ISS,Total_ISS,Total_IRPJ,Total_IRPJ_Ad,Água,Energia,Internet,Aluguel,Telefone,Salários,Encargos,Vendas,Lucro_Bruto,Lucro_Operacional,Lucro_Líquido
2242,2021-01-17,Jan,DRE,Imp Vendas,ISS,Custo Variável,138.0,3.0,0.0,0.0,58.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,58.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,2021-01-17,Jan,DRE,CMV,CMV,Custo Variável,138.0,3.0,0.0,0.0,290.32,0.0,0.0,96.77,290.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,2021-01-17,Jan,DRE,Imp Vendas,ICMS,Custo Variável,138.0,3.0,0.0,0.0,209.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.68,209.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,Imp Vendas,COFINS,Custo Variável,273.0,6.0,0.0,0.0,123.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.62,123.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,Imp Vendas,PIS,Custo Variável,273.0,6.0,0.0,0.0,26.86,0.0,0.0,0.0,0.0,0.0,0.0,4.48,26.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,CMV,CMV,Custo Variável,273.0,6.0,0.0,0.0,325.61,0.0,0.0,54.27,325.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,Imp Vendas,ISS,Custo Variável,273.0,6.0,0.0,0.0,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,Receita,Faturamento,Vendas,273.0,6.0,271.34,1628.03,1628.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,Estoque,Estoque,Custo Variável,273.0,0.0,0.0,0.0,54.27,1.0,54.27,54.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,Imp Vendas,ICMS,Custo Variável,273.0,6.0,0.0,0.0,293.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.84,293.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2021-01-20,Jan,DRE,Impostos,CSLL,Custo Variável,273.0,6.0,0.0,0.0,146.52,0.0,0.0,0.0,0.0,24.42,146.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,Impostos,CSLL,Custo Variável,160.0,4.0,0.0,0.0,180.37,0.0,0.0,0.0,0.0,45.09,180.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,Receita,Faturamento,Vendas,160.0,4.0,501.03,2004.14,2004.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,CMV,CMV,Custo Variável,160.0,4.0,0.0,0.0,300.62,0.0,0.0,75.16,300.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,Imp Vendas,ICMS,Custo Variável,160.0,4.0,0.0,0.0,360.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.19,360.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,Imp Vendas,ISS,Custo Variável,160.0,4.0,0.0,0.0,100.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05,100.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,Imp Vendas,COFINS,Custo Variável,160.0,4.0,0.0,0.0,152.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.08,152.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,Estoque,Estoque,Custo Variável,160.0,0.0,0.0,0.0,300.62,4.0,300.62,75.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2021-01-23,Jan,DRE,Imp Vendas,PIS,Custo Variável,160.0,4.0,0.0,0.0,33.07,0.0,0.0,0.0,0.0,0.0,0.0,8.27,33.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,CMV,CMV,Custo Variável,136.0,3.0,0.0,0.0,290.93,0.0,0.0,96.98,290.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,Imp Vendas,COFINS,Custo Variável,136.0,3.0,0.0,0.0,88.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48,88.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,Impostos,CSLL,Custo Variável,136.0,3.0,0.0,0.0,104.74,0.0,0.0,0.0,0.0,34.91,104.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,Imp Vendas,ISS,Custo Variável,136.0,3.0,0.0,0.0,58.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,58.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,Imp Vendas,PIS,Custo Variável,136.0,3.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,6.4,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,Receita,Faturamento,Vendas,136.0,3.0,387.91,1163.73,1163.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,Imp Vendas,ICMS,Custo Variável,136.0,3.0,0.0,0.0,209.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.82,209.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2021-01-30,Jan,DRE,Estoque,Estoque,Custo Variável,136.0,0.0,0.0,0.0,484.89,5.0,484.89,96.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,CMV,CMV,Custo Variável,161.0,6.0,0.0,0.0,578.12,0.0,0.0,96.35,578.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,Estoque,Estoque,Custo Variável,161.0,0.0,0.0,0.0,192.71,2.0,192.71,96.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,Receita,Faturamento,Vendas,161.0,6.0,642.36,3854.16,3854.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,Imp Vendas,ISS,Custo Variável,161.0,6.0,0.0,0.0,192.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.12,192.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,Imp Vendas,PIS,Custo Variável,161.0,6.0,0.0,0.0,63.59,0.0,0.0,0.0,0.0,0.0,0.0,10.6,63.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,Imp Vendas,ICMS,Custo Variável,161.0,6.0,0.0,0.0,693.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.62,693.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,Impostos,CSLL,Custo Variável,161.0,6.0,0.0,0.0,346.87,0.0,0.0,0.0,0.0,57.81,346.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2021-02-09,Fev,DRE,Imp Vendas,COFINS,Custo Variável,161.0,6.0,0.0,0.0,292.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.82,292.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-10,Fev,DRE,Desp Adm,Encargos,Custo Fixo,0.0,0.0,0.0,0.0,3365.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3365.07,0.0,0.0,0.0,0.0
1,2021-02-10,Fev,DRE,Desp Adm,Salários,Custo Fixo,0.0,0.0,0.0,0.0,4259.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4259.58,0.0,0.0,0.0,0.0,0.0
1,2021-02-10,Fev,DRE,Desp Adm,Telefone,Custo Fixo,0.0,0.0,0.0,0.0,448.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.45,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-10,Fev,DRE,Desp Adm,Água,Custo Fixo,0.0,0.0,0.0,0.0,480.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-10,Fev,DRE,Desp Adm,Aluguel,Custo Fixo,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,CMV,CMV,Custo Variável,176.0,1.0,0.0,0.0,128.7,0.0,0.0,128.7,128.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-10,Fev,DRE,Desp Adm,Internet,Custo Fixo,0.0,0.0,0.0,0.0,264.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,Estoque,Estoque,Custo Variável,176.0,0.0,0.0,0.0,643.52,5.0,643.52,128.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,Impostos,CSLL,Custo Variável,176.0,1.0,0.0,0.0,77.22,0.0,0.0,0.0,0.0,77.22,77.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,Receita,Faturamento,Vendas,176.0,1.0,858.03,858.03,858.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,Imp Vendas,ISS,Custo Variável,176.0,1.0,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,Imp Vendas,COFINS,Custo Variável,176.0,1.0,0.0,0.0,65.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21,65.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,Imp Vendas,ICMS,Custo Variável,176.0,1.0,0.0,0.0,154.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.45,154.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2021-02-10,Fev,DRE,Imp Vendas,PIS,Custo Variável,176.0,1.0,0.0,0.0,14.16,0.0,0.0,0.0,0.0,0.0,0.0,14.16,14.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-10,Fev,DRE,Desp Adm,Energia,Custo Fixo,0.0,0.0,0.0,0.0,861.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021-02-14,Fev,DRE,Imp Vendas,COFINS,Custo Variável,148.0,4.0,0.0,0.0,152.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,152.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2021-02-14,Fev,DRE,Receita,Faturamento,Vendas,275.0,1.0,367.1,367.1,367.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021-02-14,Fev,DRE,CMV,CMV,Custo Variável,148.0,4.0,0.0,0.0,501.3,0.0,0.0,125.32,501.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2021-02-14,Fev,DRE,Imp Vendas,ICMS,Custo Variável,275.0,1.0,0.0,0.0,66.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.08,66.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021-02-14,Fev,DRE,Receita,Faturamento,Vendas,148.0,4.0,501.3,2005.18,2005.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2021-02-14,Fev,DRE,Imp Vendas,PIS,Custo Variável,275.0,1.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,6.06,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2021-02-14,Fev,DRE,CMV,CMV,Custo Variável,275.0,1.0,0.0,0.0,73.42,0.0,0.0,73.42,73.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021-02-14,Fev,DRE,Imp Vendas,PIS,Custo Variável,148.0,4.0,0.0,0.0,33.09,0.0,0.0,0.0,0.0,0.0,0.0,8.27,33.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021-02-14,Fev,DRE,Imp Vendas,ICMS,Custo Variável,148.0,4.0,0.0,0.0,360.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.23,360.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021-02-14,Fev,DRE,Estoque,Estoque,Custo Variável,148.0,0.0,0.0,0.0,375.97,3.0,375.97,125.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021-02-14,Fev,DRE,Imp Vendas,ISS,Custo Variável,148.0,4.0,0.0,0.0,100.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.06,100.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2021-02-14,Fev,DRE,Imp Vendas,ISS,Custo Variável,275.0,1.0,0.0,0.0,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
